STATION,NAME,DATE,TMAX,TMIN
USW00024234,"SEATTLE BOEING FIELD, WA US",4/28/2017,60,44
USW00024234,"SEATTLE BOEING FIELD, WA US",4/29/2017,58,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/30/2017,58,47
USW00024234,"SEATTLE BOEING FIELD, WA US",5/1/2017,51,46
USW00024234,"SEATTLE BOEING FIELD, WA US",5/2/2017,63,44
USW00024234,"SEATTLE BOEING FIELD, WA US",5/3/2017,76,56
USW00024234,"SEATTLE BOEING FIELD, WA US",5/4/2017,75,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/5/2017,61,49
USW00024234,"SEATTLE BOEING FIELD, WA US",5/6/2017,59,42
USW00024234,"SEATTLE BOEING FIELD, WA US",5/7/2017,62,46
USW00024234,"SEATTLE BOEING FIELD, WA US",5/8/2017,65,46
USW00024234,"SEATTLE BOEING FIELD, WA US",5/9/2017,70,46
USW00024234,"SEATTLE BOEING FIELD, WA US",5/10/2017,72,52
USW00024234,"SEATTLE BOEING FIELD, WA US",5/11/2017,61,46
USW00024234,"SEATTLE BOEING FIELD, WA US",5/12/2017,56,43
USW00024234,"SEATTLE BOEING FIELD, WA US",5/13/2017,58,46
USW00024234,"SEATTLE BOEING FIELD, WA US",5/14/2017,59,48
USW00024234,"SEATTLE BOEING FIELD, WA US",5/15/2017,53,45
USW00024234,"SEATTLE BOEING FIELD, WA US",5/16/2017,54,44
USW00024234,"SEATTLE BOEING FIELD, WA US",5/17/2017,60,47
USW00024234,"SEATTLE BOEING FIELD, WA US",5/18/2017,65,48
USW00024234,"SEATTLE BOEING FIELD, WA US",5/19/2017,72,52
USW00024234,"SEATTLE BOEING FIELD, WA US",5/20/2017,72,56
USW00024234,"SEATTLE BOEING FIELD, WA US",5/21/2017,75,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/22/2017,81,57
USW00024234,"SEATTLE BOEING FIELD, WA US",5/23/2017,80,52
USW00024234,"SEATTLE BOEING FIELD, WA US",5/24/2017,63,48
USW00024234,"SEATTLE BOEING FIELD, WA US",5/25/2017,70,47
USW00024234,"SEATTLE BOEING FIELD, WA US",5/26/2017,79,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/27/2017,84,55
USW00024234,"SEATTLE BOEING FIELD, WA US",5/28/2017,82,58
USW00024234,"SEATTLE BOEING FIELD, WA US",5/29/2017,74,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/30/2017,59,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/31/2017,72,53
USW00024234,"SEATTLE BOEING FIELD, WA US",6/1/2017,69,57
USW00024234,"SEATTLE BOEING FIELD, WA US",6/2/2017,73,55
USW00024234,"SEATTLE BOEING FIELD, WA US",6/3/2017,65,56
USW00024234,"SEATTLE BOEING FIELD, WA US",6/4/2017,67,53
USW00024234,"SEATTLE BOEING FIELD, WA US",6/5/2017,71,47
USW00024234,"SEATTLE BOEING FIELD, WA US",6/6/2017,84,54
USW00024234,"SEATTLE BOEING FIELD, WA US",6/7/2017,79,57
USW00024234,"SEATTLE BOEING FIELD, WA US",6/8/2017,64,55
USW00024234,"SEATTLE BOEING FIELD, WA US",6/9/2017,64,52
USW00024234,"SEATTLE BOEING FIELD, WA US",6/10/2017,66,48
USW00024234,"SEATTLE BOEING FIELD, WA US",6/11/2017,70,52
USW00024234,"SEATTLE BOEING FIELD, WA US",6/12/2017,65,53
USW00024234,"SEATTLE BOEING FIELD, WA US",6/13/2017,64,52
USW00024234,"SEATTLE BOEING FIELD, WA US",6/14/2017,65,52
USW00024234,"SEATTLE BOEING FIELD, WA US",6/15/2017,62,54
USW00024234,"SEATTLE BOEING FIELD, WA US",6/16/2017,68,52
USW00024234,"SEATTLE BOEING FIELD, WA US",6/17/2017,64,52
USW00024234,"SEATTLE BOEING FIELD, WA US",6/18/2017,71,56
USW00024234,"SEATTLE BOEING FIELD, WA US",6/19/2017,71,57
USW00024234,"SEATTLE BOEING FIELD, WA US",6/20/2017,70,56
USW00024234,"SEATTLE BOEING FIELD, WA US",6/21/2017,69,55
USW00024234,"SEATTLE BOEING FIELD, WA US",6/22/2017,74,53
USW00024234,"SEATTLE BOEING FIELD, WA US",6/23/2017,80,54
USW00024234,"SEATTLE BOEING FIELD, WA US",6/24/2017,87,61
USW00024234,"SEATTLE BOEING FIELD, WA US",6/25/2017,93,63
USW00024234,"SEATTLE BOEING FIELD, WA US",6/26/2017,73,56
USW00024234,"SEATTLE BOEING FIELD, WA US",6/27/2017,72,54
USW00024234,"SEATTLE BOEING FIELD, WA US",6/28/2017,69,55
USW00024234,"SEATTLE BOEING FIELD, WA US",6/29/2017,77,54
USW00024234,"SEATTLE BOEING FIELD, WA US",6/30/2017,83,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/1/2017,73,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/2/2017,77,55
USW00024234,"SEATTLE BOEING FIELD, WA US",7/3/2017,70,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/4/2017,78,53
USW00024234,"SEATTLE BOEING FIELD, WA US",7/5/2017,83,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/6/2017,84,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/7/2017,73,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/8/2017,80,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/9/2017,79,59
USW00024234,"SEATTLE BOEING FIELD, WA US",7/10/2017,73,59
USW00024234,"SEATTLE BOEING FIELD, WA US",7/11/2017,74,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/12/2017,78,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/13/2017,76,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/14/2017,80,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/15/2017,77,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/16/2017,73,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/17/2017,76,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/18/2017,81,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/19/2017,78,54
USW00024234,"SEATTLE BOEING FIELD, WA US",7/20/2017,75,60
USW00024234,"SEATTLE BOEING FIELD, WA US",7/21/2017,78,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/22/2017,86,64
USW00024234,"SEATTLE BOEING FIELD, WA US",7/23/2017,75,63
USW00024234,"SEATTLE BOEING FIELD, WA US",7/24/2017,80,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/25/2017,84,60
USW00024234,"SEATTLE BOEING FIELD, WA US",7/26/2017,83,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/27/2017,71,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/28/2017,78,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/29/2017,82,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/30/2017,81,62
USW00024234,"SEATTLE BOEING FIELD, WA US",7/31/2017,83,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/1/2017,87,62
USW00024234,"SEATTLE BOEING FIELD, WA US",8/2/2017,87,68
USW00024234,"SEATTLE BOEING FIELD, WA US",8/3/2017,90,67
USW00024234,"SEATTLE BOEING FIELD, WA US",8/4/2017,93,64
USW00024234,"SEATTLE BOEING FIELD, WA US",8/5/2017,82,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/6/2017,79,60
USW00024234,"SEATTLE BOEING FIELD, WA US",8/7/2017,83,60
USW00024234,"SEATTLE BOEING FIELD, WA US",8/8/2017,86,62
USW00024234,"SEATTLE BOEING FIELD, WA US",8/9/2017,87,63
USW00024234,"SEATTLE BOEING FIELD, WA US",8/10/2017,87,62
USW00024234,"SEATTLE BOEING FIELD, WA US",8/11/2017,80,60
USW00024234,"SEATTLE BOEING FIELD, WA US",8/12/2017,76,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/13/2017,71,61
USW00024234,"SEATTLE BOEING FIELD, WA US",8/14/2017,73,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/15/2017,77,56
USW00024234,"SEATTLE BOEING FIELD, WA US",8/16/2017,81,58
USW00024234,"SEATTLE BOEING FIELD, WA US",8/17/2017,77,62
USW00024234,"SEATTLE BOEING FIELD, WA US",8/18/2017,74,58
USW00024234,"SEATTLE BOEING FIELD, WA US",8/19/2017,77,58
USW00024234,"SEATTLE BOEING FIELD, WA US",8/20/2017,76,57
USW00024234,"SEATTLE BOEING FIELD, WA US",8/21/2017,81,57
USW00024234,"SEATTLE BOEING FIELD, WA US",8/22/2017,88,61
USW00024234,"SEATTLE BOEING FIELD, WA US",8/23/2017,74,60
USW00024234,"SEATTLE BOEING FIELD, WA US",8/24/2017,72,58
USW00024234,"SEATTLE BOEING FIELD, WA US",8/25/2017,75,55
USW00024234,"SEATTLE BOEING FIELD, WA US",8/26/2017,81,57
USW00024234,"SEATTLE BOEING FIELD, WA US",8/27/2017,84,60
USW00024234,"SEATTLE BOEING FIELD, WA US",8/28/2017,88,61
USW00024234,"SEATTLE BOEING FIELD, WA US",8/29/2017,87,61
USW00024234,"SEATTLE BOEING FIELD, WA US",8/30/2017,77,61
USW00024234,"SEATTLE BOEING FIELD, WA US",8/31/2017,74,62
USW00024234,"SEATTLE BOEING FIELD, WA US",9/1/2017,82,56
USW00024234,"SEATTLE BOEING FIELD, WA US",9/2/2017,88,61
USW00024234,"SEATTLE BOEING FIELD, WA US",9/3/2017,87,64
USW00024234,"SEATTLE BOEING FIELD, WA US",9/4/2017,86,61
USW00024234,"SEATTLE BOEING FIELD, WA US",9/5/2017,84,68
USW00024234,"SEATTLE BOEING FIELD, WA US",9/6/2017,82,65
USW00024234,"SEATTLE BOEING FIELD, WA US",9/7/2017,76,64
USW00024234,"SEATTLE BOEING FIELD, WA US",9/8/2017,72,62
USW00024234,"SEATTLE BOEING FIELD, WA US",9/9/2017,69,60
USW00024234,"SEATTLE BOEING FIELD, WA US",9/10/2017,74,57
USW00024234,"SEATTLE BOEING FIELD, WA US",9/11/2017,80,51
USW00024234,"SEATTLE BOEING FIELD, WA US",9/12/2017,76,59
USW00024234,"SEATTLE BOEING FIELD, WA US",9/13/2017,70,54
USW00024234,"SEATTLE BOEING FIELD, WA US",9/14/2017,74,56
USW00024234,"SEATTLE BOEING FIELD, WA US",9/15/2017,75,46
USW00024234,"SEATTLE BOEING FIELD, WA US",9/16/2017,74,50
USW00024234,"SEATTLE BOEING FIELD, WA US",9/17/2017,65,53
USW00024234,"SEATTLE BOEING FIELD, WA US",9/18/2017,63,51
USW00024234,"SEATTLE BOEING FIELD, WA US",9/19/2017,61,50
USW00024234,"SEATTLE BOEING FIELD, WA US",9/20/2017,60,51
USW00024234,"SEATTLE BOEING FIELD, WA US",9/21/2017,64,51
USW00024234,"SEATTLE BOEING FIELD, WA US",9/22/2017,68,51
USW00024234,"SEATTLE BOEING FIELD, WA US",9/23/2017,69,55
USW00024234,"SEATTLE BOEING FIELD, WA US",9/24/2017,72,49
USW00024234,"SEATTLE BOEING FIELD, WA US",9/25/2017,66,57
USW00024234,"SEATTLE BOEING FIELD, WA US",9/26/2017,72,55
USW00024234,"SEATTLE BOEING FIELD, WA US",9/27/2017,77,57
USW00024234,"SEATTLE BOEING FIELD, WA US",9/28/2017,87,55
USW00024234,"SEATTLE BOEING FIELD, WA US",9/29/2017,68,56
USW00024234,"SEATTLE BOEING FIELD, WA US",9/30/2017,65,54
USW00024234,"SEATTLE BOEING FIELD, WA US",10/1/2017,62,48
USW00024234,"SEATTLE BOEING FIELD, WA US",10/2/2017,63,46
USW00024234,"SEATTLE BOEING FIELD, WA US",10/3/2017,68,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/4/2017,68,44
USW00024234,"SEATTLE BOEING FIELD, WA US",10/5/2017,68,42
USW00024234,"SEATTLE BOEING FIELD, WA US",10/6/2017,65,44
USW00024234,"SEATTLE BOEING FIELD, WA US",10/7/2017,62,49
USW00024234,"SEATTLE BOEING FIELD, WA US",10/8/2017,62,45
USW00024234,"SEATTLE BOEING FIELD, WA US",10/9/2017,64,40
USW00024234,"SEATTLE BOEING FIELD, WA US",10/10/2017,58,46
USW00024234,"SEATTLE BOEING FIELD, WA US",10/11/2017,58,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/12/2017,50,45
USW00024234,"SEATTLE BOEING FIELD, WA US",10/13/2017,57,39
USW00024234,"SEATTLE BOEING FIELD, WA US",10/14/2017,57,37
USW00024234,"SEATTLE BOEING FIELD, WA US",10/15/2017,62,39
USW00024234,"SEATTLE BOEING FIELD, WA US",10/16/2017,63,41
USW00024234,"SEATTLE BOEING FIELD, WA US",10/17/2017,61,48
USW00024234,"SEATTLE BOEING FIELD, WA US",10/18/2017,65,47
USW00024234,"SEATTLE BOEING FIELD, WA US",10/19/2017,55,45
USW00024234,"SEATTLE BOEING FIELD, WA US",10/20/2017,54,44
USW00024234,"SEATTLE BOEING FIELD, WA US",10/21/2017,59,46
USW00024234,"SEATTLE BOEING FIELD, WA US",10/22/2017,61,49
USW00024234,"SEATTLE BOEING FIELD, WA US",10/23/2017,64,48
USW00024234,"SEATTLE BOEING FIELD, WA US",10/24/2017,,
USW00024234,"SEATTLE BOEING FIELD, WA US",10/25/2017,67,44
USW00024234,"SEATTLE BOEING FIELD, WA US",10/26/2017,60,49
USW00024234,"SEATTLE BOEING FIELD, WA US",10/27/2017,64,48
USW00024234,"SEATTLE BOEING FIELD, WA US",10/28/2017,66,41
USW00024234,"SEATTLE BOEING FIELD, WA US",10/29/2017,58,44
USW00024234,"SEATTLE BOEING FIELD, WA US",10/30/2017,63,40
USW00024234,"SEATTLE BOEING FIELD, WA US",10/31/2017,60,36
USW00024234,"SEATTLE BOEING FIELD, WA US",11/1/2017,56,48
USW00024234,"SEATTLE BOEING FIELD, WA US",11/2/2017,51,41
USW00024234,"SEATTLE BOEING FIELD, WA US",11/3/2017,44,35
USW00024234,"SEATTLE BOEING FIELD, WA US",11/4/2017,42,33
USW00024234,"SEATTLE BOEING FIELD, WA US",11/5/2017,41,36
USW00024234,"SEATTLE BOEING FIELD, WA US",11/6/2017,48,34
USW00024234,"SEATTLE BOEING FIELD, WA US",11/7/2017,49,33
USW00024234,"SEATTLE BOEING FIELD, WA US",11/8/2017,56,43
USW00024234,"SEATTLE BOEING FIELD, WA US",11/9/2017,50,43
USW00024234,"SEATTLE BOEING FIELD, WA US",11/10/2017,52,36
USW00024234,"SEATTLE BOEING FIELD, WA US",11/11/2017,51,38
USW00024234,"SEATTLE BOEING FIELD, WA US",11/12/2017,57,46
USW00024234,"SEATTLE BOEING FIELD, WA US",11/13/2017,54,46
USW00024234,"SEATTLE BOEING FIELD, WA US",11/14/2017,55,43
USW00024234,"SEATTLE BOEING FIELD, WA US",11/15/2017,54,43
USW00024234,"SEATTLE BOEING FIELD, WA US",11/16/2017,46,43
USW00024234,"SEATTLE BOEING FIELD, WA US",11/17/2017,50,43
USW00024234,"SEATTLE BOEING FIELD, WA US",11/18/2017,54,41
USW00024234,"SEATTLE BOEING FIELD, WA US",11/19/2017,52,38
USW00024234,"SEATTLE BOEING FIELD, WA US",11/20/2017,51,38
USW00024234,"SEATTLE BOEING FIELD, WA US",11/21/2017,58,36
USW00024234,"SEATTLE BOEING FIELD, WA US",11/22/2017,68,54
USW00024234,"SEATTLE BOEING FIELD, WA US",11/23/2017,60,49
USW00024234,"SEATTLE BOEING FIELD, WA US",11/24/2017,53,47
USW00024234,"SEATTLE BOEING FIELD, WA US",11/25/2017,51,41
USW00024234,"SEATTLE BOEING FIELD, WA US",11/26/2017,57,42
USW00024234,"SEATTLE BOEING FIELD, WA US",11/27/2017,51,40
USW00024234,"SEATTLE BOEING FIELD, WA US",11/28/2017,47,44
USW00024234,"SEATTLE BOEING FIELD, WA US",11/29/2017,52,43
USW00024234,"SEATTLE BOEING FIELD, WA US",11/30/2017,47,42
USW00024234,"SEATTLE BOEING FIELD, WA US",12/1/2017,50,41
USW00024234,"SEATTLE BOEING FIELD, WA US",12/2/2017,45,40
USW00024234,"SEATTLE BOEING FIELD, WA US",12/3/2017,46,39
USW00024234,"SEATTLE BOEING FIELD, WA US",12/4/2017,43,35
USW00024234,"SEATTLE BOEING FIELD, WA US",12/5/2017,47,34
USW00024234,"SEATTLE BOEING FIELD, WA US",12/6/2017,52,37
USW00024234,"SEATTLE BOEING FIELD, WA US",12/7/2017,52,31
USW00024234,"SEATTLE BOEING FIELD, WA US",12/8/2017,44,30
USW00024234,"SEATTLE BOEING FIELD, WA US",12/9/2017,44,29
USW00024234,"SEATTLE BOEING FIELD, WA US",12/10/2017,48,31
USW00024234,"SEATTLE BOEING FIELD, WA US",12/11/2017,50,26
USW00024234,"SEATTLE BOEING FIELD, WA US",12/12/2017,48,28
USW00024234,"SEATTLE BOEING FIELD, WA US",12/13/2017,49,34
USW00024234,"SEATTLE BOEING FIELD, WA US",12/14/2017,50,33
USW00024234,"SEATTLE BOEING FIELD, WA US",12/15/2017,45,36
USW00024234,"SEATTLE BOEING FIELD, WA US",12/16/2017,46,34
USW00024234,"SEATTLE BOEING FIELD, WA US",12/17/2017,52,43
USW00024234,"SEATTLE BOEING FIELD, WA US",12/18/2017,51,42
USW00024234,"SEATTLE BOEING FIELD, WA US",12/19/2017,51,41
USW00024234,"SEATTLE BOEING FIELD, WA US",12/20/2017,45,29
USW00024234,"SEATTLE BOEING FIELD, WA US",12/21/2017,41,27
USW00024234,"SEATTLE BOEING FIELD, WA US",12/22/2017,42,36
USW00024234,"SEATTLE BOEING FIELD, WA US",12/23/2017,40,26
USW00024234,"SEATTLE BOEING FIELD, WA US",12/24/2017,39,26
USW00024234,"SEATTLE BOEING FIELD, WA US",12/25/2017,35,32
USW00024234,"SEATTLE BOEING FIELD, WA US",12/26/2017,39,31
USW00024234,"SEATTLE BOEING FIELD, WA US",12/27/2017,40,33
USW00024234,"SEATTLE BOEING FIELD, WA US",12/28/2017,50,39
USW00024234,"SEATTLE BOEING FIELD, WA US",12/29/2017,55,44
USW00024234,"SEATTLE BOEING FIELD, WA US",12/30/2017,48,40
USW00024234,"SEATTLE BOEING FIELD, WA US",12/31/2017,44,34
USW00024234,"SEATTLE BOEING FIELD, WA US",1/1/2018,45,29
USW00024234,"SEATTLE BOEING FIELD, WA US",1/2/2018,44,33
USW00024234,"SEATTLE BOEING FIELD, WA US",1/3/2018,48,30
USW00024234,"SEATTLE BOEING FIELD, WA US",1/4/2018,48,34
USW00024234,"SEATTLE BOEING FIELD, WA US",1/5/2018,51,44
USW00024234,"SEATTLE BOEING FIELD, WA US",1/6/2018,48,42
USW00024234,"SEATTLE BOEING FIELD, WA US",1/7/2018,46,42
USW00024234,"SEATTLE BOEING FIELD, WA US",1/8/2018,50,42
USW00024234,"SEATTLE BOEING FIELD, WA US",1/9/2018,48,43
USW00024234,"SEATTLE BOEING FIELD, WA US",1/10/2018,46,42
USW00024234,"SEATTLE BOEING FIELD, WA US",1/11/2018,51,42
USW00024234,"SEATTLE BOEING FIELD, WA US",1/12/2018,53,48
USW00024234,"SEATTLE BOEING FIELD, WA US",1/13/2018,58,45
USW00024234,"SEATTLE BOEING FIELD, WA US",1/14/2018,55,39
USW00024234,"SEATTLE BOEING FIELD, WA US",1/15/2018,62,38
USW00024234,"SEATTLE BOEING FIELD, WA US",1/16/2018,56,44
USW00024234,"SEATTLE BOEING FIELD, WA US",1/17/2018,57,42
USW00024234,"SEATTLE BOEING FIELD, WA US",1/18/2018,53,37
USW00024234,"SEATTLE BOEING FIELD, WA US",1/19/2018,47,35
USW00024234,"SEATTLE BOEING FIELD, WA US",1/20/2018,50,40
USW00024234,"SEATTLE BOEING FIELD, WA US",1/21/2018,52,41
USW00024234,"SEATTLE BOEING FIELD, WA US",1/22/2018,48,38
USW00024234,"SEATTLE BOEING FIELD, WA US",1/23/2018,46,39
USW00024234,"SEATTLE BOEING FIELD, WA US",1/24/2018,50,42
USW00024234,"SEATTLE BOEING FIELD, WA US",1/25/2018,45,37
USW00024234,"SEATTLE BOEING FIELD, WA US",1/26/2018,43,39
USW00024234,"SEATTLE BOEING FIELD, WA US",1/27/2018,50,41
USW00024234,"SEATTLE BOEING FIELD, WA US",1/28/2018,57,43
USW00024234,"SEATTLE BOEING FIELD, WA US",1/29/2018,52,44
USW00024234,"SEATTLE BOEING FIELD, WA US",1/30/2018,50,39
USW00024234,"SEATTLE BOEING FIELD, WA US",1/31/2018,47,39
USW00024234,"SEATTLE BOEING FIELD, WA US",2/1/2018,47,43
USW00024234,"SEATTLE BOEING FIELD, WA US",2/2/2018,55,45
USW00024234,"SEATTLE BOEING FIELD, WA US",2/3/2018,52,49
USW00024234,"SEATTLE BOEING FIELD, WA US",2/4/2018,57,49
USW00024234,"SEATTLE BOEING FIELD, WA US",2/5/2018,51,47
USW00024234,"SEATTLE BOEING FIELD, WA US",2/6/2018,50,43
USW00024234,"SEATTLE BOEING FIELD, WA US",2/7/2018,55,48
USW00024234,"SEATTLE BOEING FIELD, WA US",2/8/2018,54,43
USW00024234,"SEATTLE BOEING FIELD, WA US",2/9/2018,51,40
USW00024234,"SEATTLE BOEING FIELD, WA US",2/10/2018,46,30
USW00024234,"SEATTLE BOEING FIELD, WA US",2/11/2018,47,34
USW00024234,"SEATTLE BOEING FIELD, WA US",2/12/2018,47,30
USW00024234,"SEATTLE BOEING FIELD, WA US",2/13/2018,49,27
USW00024234,"SEATTLE BOEING FIELD, WA US",2/14/2018,44,37
USW00024234,"SEATTLE BOEING FIELD, WA US",2/15/2018,45,35
USW00024234,"SEATTLE BOEING FIELD, WA US",2/16/2018,49,42
USW00024234,"SEATTLE BOEING FIELD, WA US",2/17/2018,51,41
USW00024234,"SEATTLE BOEING FIELD, WA US",2/18/2018,41,32
USW00024234,"SEATTLE BOEING FIELD, WA US",2/19/2018,37,28
USW00024234,"SEATTLE BOEING FIELD, WA US",2/20/2018,37,27
USW00024234,"SEATTLE BOEING FIELD, WA US",2/21/2018,35,23
USW00024234,"SEATTLE BOEING FIELD, WA US",2/22/2018,39,26
USW00024234,"SEATTLE BOEING FIELD, WA US",2/23/2018,40,24
USW00024234,"SEATTLE BOEING FIELD, WA US",2/24/2018,45,35
USW00024234,"SEATTLE BOEING FIELD, WA US",2/25/2018,46,34
USW00024234,"SEATTLE BOEING FIELD, WA US",2/26/2018,46,28
USW00024234,"SEATTLE BOEING FIELD, WA US",2/27/2018,50,36
USW00024234,"SEATTLE BOEING FIELD, WA US",2/28/2018,47,39
USW00024234,"SEATTLE BOEING FIELD, WA US",3/1/2018,51,36
USW00024234,"SEATTLE BOEING FIELD, WA US",3/2/2018,47,36
USW00024234,"SEATTLE BOEING FIELD, WA US",3/3/2018,50,33
USW00024234,"SEATTLE BOEING FIELD, WA US",3/4/2018,48,33
USW00024234,"SEATTLE BOEING FIELD, WA US",3/5/2018,48,40
USW00024234,"SEATTLE BOEING FIELD, WA US",3/6/2018,54,36
USW00024234,"SEATTLE BOEING FIELD, WA US",3/7/2018,49,37
USW00024234,"SEATTLE BOEING FIELD, WA US",3/8/2018,53,40
USW00024234,"SEATTLE BOEING FIELD, WA US",3/9/2018,51,39
USW00024234,"SEATTLE BOEING FIELD, WA US",3/10/2018,57,31
USW00024234,"SEATTLE BOEING FIELD, WA US",3/11/2018,64,36
USW00024234,"SEATTLE BOEING FIELD, WA US",3/12/2018,73,38
USW00024234,"SEATTLE BOEING FIELD, WA US",3/13/2018,66,45
USW00024234,"SEATTLE BOEING FIELD, WA US",3/14/2018,54,39
USW00024234,"SEATTLE BOEING FIELD, WA US",3/15/2018,56,32
USW00024234,"SEATTLE BOEING FIELD, WA US",3/16/2018,56,37
USW00024234,"SEATTLE BOEING FIELD, WA US",3/17/2018,55,36
USW00024234,"SEATTLE BOEING FIELD, WA US",3/18/2018,55,38
USW00024234,"SEATTLE BOEING FIELD, WA US",3/19/2018,55,35
USW00024234,"SEATTLE BOEING FIELD, WA US",3/20/2018,55,34
USW00024234,"SEATTLE BOEING FIELD, WA US",3/21/2018,59,34
USW00024234,"SEATTLE BOEING FIELD, WA US",3/22/2018,50,40
USW00024234,"SEATTLE BOEING FIELD, WA US",3/23/2018,49,34
USW00024234,"SEATTLE BOEING FIELD, WA US",3/24/2018,49,35
USW00024234,"SEATTLE BOEING FIELD, WA US",3/25/2018,53,34
USW00024234,"SEATTLE BOEING FIELD, WA US",3/26/2018,48,41
USW00024234,"SEATTLE BOEING FIELD, WA US",3/27/2018,54,46
USW00024234,"SEATTLE BOEING FIELD, WA US",3/28/2018,54,44
USW00024234,"SEATTLE BOEING FIELD, WA US",3/29/2018,56,45
USW00024234,"SEATTLE BOEING FIELD, WA US",3/30/2018,59,48
USW00024234,"SEATTLE BOEING FIELD, WA US",3/31/2018,59,46
USW00024234,"SEATTLE BOEING FIELD, WA US",4/1/2018,52,36
USW00024234,"SEATTLE BOEING FIELD, WA US",4/2/2018,54,35
USW00024234,"SEATTLE BOEING FIELD, WA US",4/3/2018,51,40
USW00024234,"SEATTLE BOEING FIELD, WA US",4/4/2018,49,42
USW00024234,"SEATTLE BOEING FIELD, WA US",4/5/2018,57,47
USW00024234,"SEATTLE BOEING FIELD, WA US",4/6/2018,66,51
USW00024234,"SEATTLE BOEING FIELD, WA US",4/7/2018,57,47
USW00024234,"SEATTLE BOEING FIELD, WA US",4/8/2018,53,46
USW00024234,"SEATTLE BOEING FIELD, WA US",4/9/2018,62,42
USW00024234,"SEATTLE BOEING FIELD, WA US",4/10/2018,61,46
USW00024234,"SEATTLE BOEING FIELD, WA US",4/11/2018,55,44
USW00024234,"SEATTLE BOEING FIELD, WA US",4/12/2018,53,42
USW00024234,"SEATTLE BOEING FIELD, WA US",4/13/2018,54,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/14/2018,53,46
USW00024234,"SEATTLE BOEING FIELD, WA US",4/15/2018,52,44
USW00024234,"SEATTLE BOEING FIELD, WA US",4/16/2018,49,42
USW00024234,"SEATTLE BOEING FIELD, WA US",4/17/2018,54,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/18/2018,58,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/19/2018,62,40
USW00024234,"SEATTLE BOEING FIELD, WA US",4/20/2018,62,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/21/2018,58,46
USW00024234,"SEATTLE BOEING FIELD, WA US",4/22/2018,59,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/23/2018,68,42
USW00024234,"SEATTLE BOEING FIELD, WA US",4/24/2018,74,47
USW00024234,"SEATTLE BOEING FIELD, WA US",4/25/2018,72,51
USW00024234,"SEATTLE BOEING FIELD, WA US",4/26/2018,78,52
USW00024234,"SEATTLE BOEING FIELD, WA US",4/27/2018,60,50
USW00024234,"SEATTLE BOEING FIELD, WA US",4/28/2018,58,48
USW00024234,"SEATTLE BOEING FIELD, WA US",4/29/2018,61,47
USW00024234,"SEATTLE BOEING FIELD, WA US",4/30/2018,58,48
USW00024234,"SEATTLE BOEING FIELD, WA US",5/1/2018,62,49
USW00024234,"SEATTLE BOEING FIELD, WA US",5/2/2018,69,44
USW00024234,"SEATTLE BOEING FIELD, WA US",5/3/2018,75,50
USW00024234,"SEATTLE BOEING FIELD, WA US",5/4/2018,64,52
USW00024234,"SEATTLE BOEING FIELD, WA US",5/5/2018,67,50
USW00024234,"SEATTLE BOEING FIELD, WA US",5/6/2018,76,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/7/2018,69,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/8/2018,76,52
USW00024234,"SEATTLE BOEING FIELD, WA US",5/9/2018,67,53
